ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
MSTR,3,Discount,116.56,20.0,8772.0,35.7,Alcista Debil
META,3,Discount,567.58,24.0,35594.0,39.4,Alcista Debil
COIN,3,Near Discount,164.92,27.0,9193.0,44.1,Alcista Debil
ASTS,3,Near Discount,85.43,1.0,128581.0,45.6,Alcista Debil
