ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
ASTS,4,Near Discount,74.81,1.0,110973.0,47.6,Alcista Debil
HMY,3,Discount,17.55,1.0,26034.0,56.4,Alcista Debil
GOLD,3,Discount,41.3,2.0,30632.0,38.1,Alcista Debil
ETHA,3,Near Discount,17.02,5.0,5049.0,47.5,Alcista Debil
BMA,3,Discount,71.51,10.0,10608.0,43.3,Alcista Debil
