ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
PAGS,4,Discount,9.08,3.0,4708.0,51.5,Alcista Debil
MSFT,3,Discount,368.57,30.0,19110.0,39.0,Alcista Debil
URA,3,Discount,43.93,5.0,13667.0,38.9,Alcista Debil
META,3,Discount,562.6,24.0,36464.0,42.6,Alcista Debil
EWZ,3,Discount,34.55,2.0,26871.0,46.1,Alcista Debil
HMY,3,Discount,15.18,1.0,23612.0,43.3,Alcista Debil
