ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
MSTR,3,Discount,113.3,20.0,8615.0,34.7,Alcista Debil
META,3,Discount,560.21,24.0,35499.0,38.7,Alcista Debil
COIN,3,Near Discount,165.36,27.0,9314.0,44.7,Alcista Debil
HMY,3,Near Discount,16.25,1.0,24713.0,47.3,Alcista Debil
ASTS,3,Discount,74.41,1.0,113163.0,40.2,Alcista Debil
URA,3,Near Discount,46.83,5.0,14244.0,45.0,Alcista Debil
