ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
PLTR,3,Discount,148.46,3.0,73448.0,49.5,Alcista Debil
TSLA,3,Discount,360.59,15.0,35679.0,38.9,Alcista Debil
BITF,3,Near Discount,1.98,0.2,14694.0,42.7,Alcista Debil
ANF,3,Near Discount,92.25,1.0,136917.0,53.2,Alcista Debil
CVH.BA,3,Near Discount,7180.0,1.0,7180.0,53.6,Alcista Debil
