ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
ANF,4,Near Discount,77.66,1.0,117329.0,47.5,Alcista Debil
SLV,3,Discount,66.98,1.0,101193.0,44.6,Alcista Debil
GOLD,3,Discount,39.23,2.0,29634.0,38.6,Alcista Debil
BYMA.BA,3,Near Discount,293.5,1.0,293.5,48.4,Alcista Debil
