ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
HMY,4,Discount,17.53,1.0,26192.0,58.3,Alcista Debil
GOLD,3,Discount,43.1,2.0,32198.0,41.5,Alcista Debil
SUPV,3,Near Discount,8.74,5.0,2612.0,46.9,Alcista Debil
