ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
HMY,3,Discount,17.08,1.0,25085.0,54.2,Alcista Debil
TSLA,3,Discount,364.2,15.0,35660.0,45.9,Alcista Debil
ANF,3,Near Discount,91.26,1.0,134034.0,46.8,Alcista Debil
SLV,3,Discount,72.04,1.0,105805.0,55.7,Alcista Debil
BMA,3,Near Discount,81.61,10.0,11986.0,61.0,Alcista Debil
CVH.BA,3,Near Discount,7290.0,1.0,7290.0,56.4,Alcista Debil
