Ticker,Sector,ETF_Ref,Score,Senales,Precio,Target_1pct,Stop,RR,Absorcion_Vol,RS_vs_ETF,RS_ETF_vs_SPY,Ret_5d_pct,Squeeze_Ratio,Gap_pct,PC_Ratio,TradingView
BSX,Healthcare,XLV,3,squeeze + gap + opciones,57.7,58.28,57.41,2.0,,,,,0.578,1.5,0.248,https://www.tradingview.com/chart/?symbol=BSX
NEM,Basic Materials,XLB,3,squeeze + gap + opciones,117.56,118.74,116.97,2.0,,,,,0.589,3.02,0.251,https://www.tradingview.com/chart/?symbol=NEM
ORCL,Technology,XLK,3,rs + gap + opciones,197.39,199.36,196.4,2.0,,1.086,1.038,14.88,,2.36,0.383,https://www.tradingview.com/chart/?symbol=ORCL
CHTR,Communication Services,XLC,2,squeeze + opciones,162.16,163.79,161.35,2.0,,,,,0.47,,0.426,https://www.tradingview.com/chart/?symbol=CHTR
ADSK,Technology,XLK,2,gap + opciones,253.1,255.63,251.83,2.0,,,,,,1.43,0.938,https://www.tradingview.com/chart/?symbol=ADSK
AAL,Industrials,XLI,2,gap + opciones,13.19,13.33,13.13,2.0,,,,,,1.39,0.16,https://www.tradingview.com/chart/?symbol=AAL
CRWD,Technology,XLK,2,rs + gap,502.9,507.93,500.39,2.0,,1.043,1.038,10.37,,4.04,,https://www.tradingview.com/chart/?symbol=CRWD
DDOG,Technology,XLK,2,rs + opciones,186.38,188.24,185.45,2.0,,1.254,1.038,32.63,,,0.287,https://www.tradingview.com/chart/?symbol=DDOG
FCX,Basic Materials,XLB,2,gap + opciones,61.96,62.58,61.65,2.0,,,,,,1.22,0.215,https://www.tradingview.com/chart/?symbol=FCX
FTNT,Technology,XLK,2,rs + opciones,111.41,112.52,110.85,2.0,,1.221,1.038,29.11,,,1.178,https://www.tradingview.com/chart/?symbol=FTNT
GEN,Technology,XLK,2,gap + opciones,20.06,20.26,19.95,2.0,,,,,,1.69,0.128,https://www.tradingview.com/chart/?symbol=GEN
GLW,Technology,XLK,2,rs + opciones,183.43,185.27,182.52,2.0,,1.096,1.038,15.91,,,0.472,https://www.tradingview.com/chart/?symbol=GLW
CRL,Healthcare,XLV,2,gap + opciones,183.7,185.54,182.78,2.0,,,,,,4.17,0.143,https://www.tradingview.com/chart/?symbol=CRL
CRM,Technology,XLK,2,gap + opciones,187.43,189.3,186.49,2.0,,,,,,1.88,0.426,https://www.tradingview.com/chart/?symbol=CRM
HWM,Industrials,XLI,2,gap + opciones,277.39,280.16,276.0,2.0,,,,,,7.55,0.398,https://www.tradingview.com/chart/?symbol=HWM
HAS,Consumer Cyclical,XLY,2,squeeze + opciones,98.64,99.63,98.15,2.0,,,,,0.437,,0.125,https://www.tradingview.com/chart/?symbol=HAS
MMM,Industrials,XLI,2,squeeze + opciones,145.46,146.91,144.73,2.0,,,,,0.58,,0.423,https://www.tradingview.com/chart/?symbol=MMM
LULU,Consumer Cyclical,XLY,2,squeeze + opciones,133.72,135.06,133.05,2.0,,,,,0.532,,0.073,https://www.tradingview.com/chart/?symbol=LULU
MSFT,Technology,XLK,2,gap + opciones,425.88,430.14,423.75,2.0,,,,,,1.49,0.22,https://www.tradingview.com/chart/?symbol=MSFT
PTC,Technology,XLK,2,absorcion + opciones,147.35,148.82,146.61,2.0,3.02,,,,,,0.42,https://www.tradingview.com/chart/?symbol=PTC
QCOM,Technology,XLK,2,rs + opciones,213.74,215.88,212.67,2.0,,1.141,1.038,20.75,,,0.155,https://www.tradingview.com/chart/?symbol=QCOM
T,Communication Services,XLC,2,squeeze + opciones,25.33,25.58,25.2,2.0,,,,,0.553,,0.308,https://www.tradingview.com/chart/?symbol=T
TEAM,Technology,XLK,2,gap + opciones,93.85,94.79,93.38,2.0,,,,,,3.16,0.305,https://www.tradingview.com/chart/?symbol=TEAM
TFX,Healthcare,XLV,2,gap + opciones,135.49,136.84,134.81,2.0,,,,,,5.19,0.004,https://www.tradingview.com/chart/?symbol=TFX
TSLA,Consumer Cyclical,XLY,2,gap + opciones,409.73,413.83,407.68,2.0,,,,,,2.2,0.384,https://www.tradingview.com/chart/?symbol=TSLA
UNP,Industrials,XLI,2,squeeze + opciones,267.92,270.59,266.58,2.0,,,,,0.596,,0.468,https://www.tradingview.com/chart/?symbol=UNP
VTRS,Healthcare,XLV,2,gap + opciones,16.57,16.74,16.49,2.0,,,,,,3.68,0.034,https://www.tradingview.com/chart/?symbol=VTRS
VZ,Communication Services,XLC,2,squeeze + opciones,47.49,47.96,47.25,2.0,,,,,0.526,,0.406,https://www.tradingview.com/chart/?symbol=VZ
WDAY,Technology,XLK,2,gap + opciones,132.32,133.64,131.66,2.0,,,,,,2.52,0.384,https://www.tradingview.com/chart/?symbol=WDAY
ZS,Technology,XLK,2,gap + opciones,151.45,152.96,150.69,2.0,,,,,,6.61,0.255,https://www.tradingview.com/chart/?symbol=ZS
