ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
ASTS,4,Near Discount,77.2,1.0,117244.0,41.7,Alcista Debil
NU,3,Discount,14.64,2.0,11117.0,47.0,Alcista Debil
SLV,3,Discount,68.33,1.0,103773.0,47.2,Alcista Debil
BMA,3,Discount,74.12,10.0,11257.0,42.2,Alcista Debil
SUPV,3,Near Discount,8.83,5.0,2682.0,40.9,Alcista Debil
BBAR.BA,3,Near Discount,7355.0,1.0,7355.0,45.1,Alcista Debil
