ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
SLV,3,Discount,68.29,1.0,102032.0,48.9,Alcista Debil
ASTS,3,Discount,70.89,1.0,105917.0,38.9,Alcista Debil
GOLD,3,Discount,42.63,2.0,31847.0,39.4,Alcista Debil
CRES.BA,3,Discount,1694.0,1.0,1694.0,46.4,Alcista Debil
EDN.BA,3,Near Discount,1884.0,1.0,1884.0,40.2,Alcista Debil
COME.BA,3,Near Discount,45.35,1.0,45.35,40.5,Alcista Debil
