ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
STNE,3,Discount,14.92,3.0,7208.0,55.9,Alcista Debil
ANF,3,Near Discount,91.45,1.0,132538.0,47.1,Alcista Debil
GLD,3,Near Discount,440.46,50.0,12767.0,51.5,Alcista Debil
BMA,3,Near Discount,82.66,10.0,11980.0,62.7,Alcista Debil
CVH.BA,3,Near Discount,7310.0,1.0,7310.0,57.3,Alcista Debil
