ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
PAGS,3,Discount,8.94,3.0,4455.0,45.1,Alcista Debil
COIN,3,Discount,160.43,27.0,8882.0,40.6,Alcista Debil
HMY,3,Discount,15.21,1.0,22737.0,40.9,Alcista Debil
