ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
GOLD,3,Discount,39.66,2.0,29442.0,36.0,Alcista Debil
ETHA,3,Discount,16.0,5.0,4751.0,38.7,Alcista Debil
BMA,4,Discount,72.58,10.0,10776.0,47.8,Alcista Debil
CRES.BA,3,Discount,1623.0,1.0,1623.0,44.1,Alcista Debil
