ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
ANF,4,Near Discount,78.85,1.0,119103.0,50.4,Alcista Debil
COIN,3,Discount,157.85,27.0,8831.0,36.8,Alcista Debil
GOLD,3,Near Discount,40.81,2.0,30822.0,46.4,Alcista Debil
HMY,3,Near Discount,15.41,1.0,23277.0,39.3,Alcista Debil
TGS,3,Near Discount,29.93,5.0,9042.0,47.2,Alcista Debil
CRES.BA,3,Discount,1656.0,1.0,1656.0,45.9,Alcista Debil
BYMA.BA,3,Discount,286.25,1.0,286.25,42.2,Alcista Debil
