ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
MSTR,4,Near Discount,125.99,20.0,9388.0,38.8,Alcista Debil
COIN,4,Near Discount,167.63,27.0,9252.0,45.6,Alcista Debil
PAGS,3,Discount,8.94,3.0,4441.0,45.5,Alcista Debil
META,3,Near Discount,595.44,24.0,36972.0,47.3,Alcista Debil
