ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
HMY,4,Discount,17.79,1.0,26384.0,59.8,Alcista Debil
ASTS,3,Near Discount,75.05,1.0,111307.0,47.3,Alcista Debil
ANF,3,Near Discount,77.99,1.0,115667.0,31.3,Alcista Debil
GOLD,3,Near Discount,45.39,2.0,33659.0,51.5,Alcista Debil
BMA,3,Discount,73.48,10.0,10898.0,46.7,Alcista Debil
SUPV,3,Near Discount,7.97,5.0,2364.0,37.6,Alcista Debil
CRES.BA,3,Discount,1654.0,1.0,1654.0,43.1,Alcista Debil
