ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
PLTR,3,Discount,146.49,3.0,72473.0,47.6,Alcista Debil
TSLA,3,Near Discount,381.26,15.0,37724.0,46.4,Alcista Debil
BITF,3,Near Discount,1.98,0.2,14694.0,42.7,Alcista Debil
CVH.BA,3,Near Discount,7180.0,1.0,7180.0,53.6,Alcista Debil
