ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
VXX,3,Discount,26.16,5.0,7899.0,48.8,Alcista Debil
COIN,3,Discount,157.64,27.0,8814.0,38.8,Alcista Debil
BYMA.BA,3,Discount,286.25,1.0,286.25,43.3,Alcista Debil
