ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
META,3,Near Discount,577.22,24.0,36290.0,43.0,Alcista Debil
COIN,3,Near Discount,163.26,27.0,9124.0,43.2,Alcista Debil
