ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
SLV,4,Discount,66.4,1.0,98591.0,43.2,Alcista Debil
GOLD,4,Near Discount,42.03,2.0,31203.0,47.0,Alcista Debil
ANF,4,Near Discount,79.99,1.0,118769.0,50.6,Alcista Debil
PAGS,3,Discount,9.26,3.0,4583.0,44.0,Alcista Debil
COIN,3,Near Discount,170.43,27.0,9372.0,37.8,Alcista Debil
HMY,3,Discount,17.34,1.0,25746.0,52.8,Alcista Debil
URA,3,Near Discount,49.1,5.0,14581.0,42.6,Alcista Debil
BYMA.BA,3,Near Discount,291.5,1.0,291.5,46.7,Alcista Debil
