ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
HMY,3,Discount,17.92,1.0,26436.0,59.8,Alcista Debil
META,3,Discount,603.0,24.0,37064.0,40.9,Alcista Debil
GOLD,3,Discount,42.16,2.0,31097.0,40.5,Alcista Debil
ASTS,3,Discount,72.96,1.0,107631.0,46.1,Alcista Debil
ETHA,3,Near Discount,17.24,5.0,5086.0,49.8,Alcista Debil
BMA,3,Discount,73.28,10.0,10810.0,46.5,Alcista Debil
COME.BA,3,Near Discount,44.63,1.0,44.63,44.9,Alcista Debil
