ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
COIN,4,Near Discount,172.81,27.0,9572.0,48.4,Alcista Debil
ETHA,3,Discount,13.79,5.0,4125.0,43.4,Alcista Debil
PAGS,3,Discount,9.06,3.0,4517.0,47.6,Alcista Debil
META,3,Near Discount,597.82,24.0,37254.0,47.8,Alcista Debil
