ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
HMY,3,Discount,17.59,1.0,26111.0,58.6,Alcista Debil
GOLD,3,Discount,43.51,2.0,32293.0,43.5,Alcista Debil
ANF,3,Near Discount,78.51,1.0,116540.0,32.0,Alcista Debil
BMA,3,Discount,74.86,10.0,11112.0,49.3,Alcista Debil
SUPV,3,Near Discount,8.58,5.0,2547.0,44.7,Alcista Debil
CRES.BA,3,Discount,1664.0,1.0,1664.0,44.3,Alcista Debil
COME.BA,3,Near Discount,44.68,1.0,44.68,42.2,Alcista Debil
BBAR.BA,3,Near Discount,7630.0,1.0,7630.0,52.5,Alcista Debil
