ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
META,3,Discount,562.2,24.0,36363.0,39.1,Alcista Debil
COIN,3,Discount,158.18,27.0,9094.0,40.5,Alcista Debil
URA,3,Discount,45.58,5.0,14151.0,42.1,Alcista Debil
HMY,3,Near Discount,15.41,1.0,23921.0,42.7,Alcista Debil
