ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
AMZN,3,Discount,212.65,144.0,2150.0,46.9,Alcista Debil
PLTR,3,Discount,151.6,3.0,73561.0,54.4,Alcista Debil
BITF,3,Near Discount,2.24,0.2,16304.0,50.6,Alcista Debil
META,3,Near Discount,654.86,24.0,39720.0,49.9,Alcista Debil
COME.BA,3,Near Discount,46.11,1.0,46.11,49.3,Alcista Debil
TXAR.BA,3,Near Discount,666.5,1.0,666.5,50.7,Alcista Debil
