ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
META,3,Discount,628.39,24.0,38683.0,57.2,Alcista Debil
CVH.BA,3,Near Discount,7290.0,1.0,7290.0,57.0,Alcista Debil
