ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
PAGS,4,Discount,9.14,3.0,4564.0,49.5,Alcista Debil
COIN,4,Near Discount,170.49,27.0,9460.0,47.2,Alcista Debil
MSTR,3,Near Discount,123.94,20.0,9284.0,39.3,Alcista Debil
META,3,Near Discount,588.21,24.0,36717.0,44.8,Alcista Debil
IBIT,3,Discount,36.92,10.0,5531.0,39.5,Alcista Debil
URA,3,Near Discount,48.22,5.0,14448.0,48.2,Alcista Debil
