ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
ANF,4,Near Discount,82.18,1.0,121865.0,54.5,Alcista Debil
PAGS,3,Discount,9.33,3.0,4612.0,45.3,Alcista Debil
SLV,3,Discount,68.36,1.0,101371.0,46.7,Alcista Debil
GOLD,3,Near Discount,42.83,2.0,31756.0,50.1,Alcista Debil
HMY,3,Near Discount,18.26,1.0,27078.0,58.3,Alcista Debil
BYMA.BA,3,Near Discount,292.75,1.0,292.75,47.9,Alcista Debil
