ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
HMY,4,Discount,14.59,1.0,22620.0,38.7,Alcista Debil
ASTS,3,Discount,68.01,1.0,105443.0,37.3,Alcista Debil
URA,3,Discount,44.72,5.0,13867.0,40.2,Alcista Debil
META,3,Discount,557.67,24.0,36025.0,37.9,Alcista Debil
