ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
META,4,Discount,612.42,24.0,37735.0,53.3,Alcista Debil
CVH.BA,3,Near Discount,7320.0,1.0,7320.0,58.6,Alcista Debil
