ticker,score,zona,precio,ratio,precio_ars,rsi,estructura
GLD,3,Near Discount,435.36,50.0,12773.0,49.0,Alcista Debil
BMA,4,Near Discount,81.31,10.0,11927.0,60.5,Alcista Debil
CVH.BA,3,Near Discount,7280.0,1.0,7280.0,55.9,Alcista Debil
